Date,Open,High,Low,Close,Adj Close,Volume
2022-07-22,104.0,104.459999,103.82,104.220001,102.388512,7747100
2022-07-25,103.580002,103.900002,103.550003,103.849998,102.025032,2994500
2022-07-26,104.550003,104.699997,103.849998,103.889999,102.064316,4736300
2022-07-27,104.139999,104.610001,104.019997,104.099998,102.270622,7475300
2022-07-28,105.099998,105.32,104.75,105.129997,103.282524,5768100
2022-07-29,104.919998,105.580002,104.809998,105.169998,103.321831,5961100
2022-08-01,105.290001,105.669998,105.129997,105.599998,103.926094,9672400
2022-08-02,105.559998,105.75,104.07,104.139999,102.489243,9269700
2022-08-03,103.980003,104.580002,103.43,104.57,102.912415,7829500
2022-08-04,104.68,105.129997,104.529999,105.099998,103.434021,9873200
2022-08-05,103.730003,103.769997,103.349998,103.580002,101.938118,10047200
2022-08-08,104.0,104.239998,103.910004,104.190002,102.538437,6681300
2022-08-09,103.900002,104.080002,103.779999,103.879997,102.23336,3814700
2022-08-10,104.349998,104.709999,103.93,103.940002,102.292412,7260300
2022-08-11,104.18,104.290001,103.139999,103.25,101.61335,8309300
2022-08-12,103.650002,103.699997,103.32,103.660004,102.016838,4128600
2022-08-15,104.169998,104.330002,103.949997,103.989998,102.341614,3441100
2022-08-16,103.790001,103.910004,103.389999,103.870003,102.223518,3241800
2022-08-17,103.309998,103.360001,102.959999,103.169998,101.534615,6366700
2022-08-18,103.449997,103.730003,103.279999,103.370003,101.731445,3709200
2022-08-19,102.620003,102.690002,102.360001,102.480003,100.85556,6678000
2022-08-22,102.400002,102.449997,101.980003,102.029999,100.412682,4125800
2022-08-23,101.860001,102.489998,101.709999,101.779999,100.166641,7755000
2022-08-24,101.540001,101.639999,101.290001,101.440002,99.832039,3504600
2022-08-25,101.519997,102.129997,101.389999,102.089996,100.471733,6645300
2022-08-26,101.860001,102.230003,101.620003,101.970001,100.353638,5535900
2022-08-29,101.580002,101.580002,101.25,101.389999,99.782829,4416900
2022-08-30,101.389999,101.720001,101.019997,101.360001,99.753304,4474200
2022-08-31,101.209999,101.440002,100.769997,100.940002,99.339966,5797600
2022-09-01,100.089996,100.309998,99.730003,99.959999,98.550262,10324200
2022-09-02,100.360001,100.790001,100.220001,100.519997,99.102364,5741900
2022-09-06,99.910004,99.940002,99.349998,99.400002,97.998161,6769400
2022-09-07,99.790001,100.169998,99.739998,100.050003,98.638992,7169700
2022-09-08,100.040001,100.260002,99.68,99.68,98.274208,5773600
2022-09-09,99.900002,100.089996,99.57,99.690002,98.284065,5780600
2022-09-12,99.970001,100.050003,99.269997,99.449997,98.047447,4034200
2022-09-13,98.760002,98.949997,98.650002,98.889999,97.495354,5100500
2022-09-14,98.739998,99.18,98.690002,98.940002,97.544647,3866600
2022-09-15,98.669998,98.790001,98.5,98.599998,97.209457,4622600
2022-09-16,98.519997,98.989998,98.449997,98.68,97.288315,4718200
2022-09-19,98.309998,98.610001,98.239998,98.400002,97.012268,3879000
2022-09-20,97.699997,98.040001,97.540001,97.790001,96.410858,4869100
2022-09-21,97.959999,98.279999,97.300003,98.18,96.795364,5414900
2022-09-22,97.160004,97.220001,96.589996,96.699997,95.336235,6662400
2022-09-23,96.660004,96.970001,96.279999,96.82,95.454544,7630600
2022-09-26,96.290001,96.300003,95.07,95.209999,93.867249,8015500
2022-09-27,95.239998,95.349998,94.510002,94.559998,93.226418,8668400
2022-09-28,95.900002,96.800003,95.519997,96.690002,95.326378,8471700
2022-09-29,95.980003,96.580002,95.889999,96.239998,94.882721,6056500
2022-09-30,96.660004,96.879997,95.660004,95.989998,94.636246,8847200
2022-10-03,96.720001,97.650002,96.489998,96.940002,95.759399,10579900
2022-10-04,97.330002,97.699997,96.959999,97.139999,95.956963,7361400
2022-10-05,96.559998,96.589996,95.980003,96.220001,95.04818,8603700
2022-10-06,96.059998,96.190002,95.559998,95.690002,94.524628,11298400
2022-10-07,95.190002,95.529999,95.07,95.220001,94.060341,5085300
2022-10-10,95.080002,95.139999,94.32,94.660004,93.507172,3829100
2022-10-11,94.980003,95.43,94.639999,94.900002,93.744255,5498500
2022-10-12,94.769997,95.339996,94.709999,95.209999,94.050468,5847400
2022-10-13,93.980003,95.239998,93.970001,94.809998,93.655334,6220100
2022-10-14,95.32,95.330002,94.230003,94.279999,93.13179,5886200
2022-10-17,94.959999,95.110001,94.330002,94.379997,93.230568,3215200
2022-10-18,94.629997,94.800003,94.07,94.620003,93.467659,4006600
2022-10-19,93.879997,94.07,93.559998,93.629997,92.489723,5762600
2022-10-20,93.410004,93.650002,92.860001,92.93,91.798241,5738400
2022-10-21,92.599998,93.330002,92.480003,93.139999,92.005684,7528500
2022-10-24,93.110001,93.43,92.690002,93.019997,91.887138,6210800
2022-10-25,94.040001,94.440002,93.959999,94.18,93.03302,6301500
2022-10-26,94.410004,94.82,94.400002,94.660004,93.507172,6692700
2022-10-27,94.959999,95.470001,94.669998,95.330002,94.169014,7238100
2022-10-28,94.720001,95.190002,94.580002,94.839996,93.684975,5659800
2022-10-31,94.43,94.559998,94.010002,94.410004,93.260216,4586900
2022-11-01,94.959999,94.989998,94.029999,94.190002,93.243393,6066400
2022-11-02,94.309998,94.870003,93.790001,94.029999,93.084999,7581400
2022-11-03,93.190002,93.790001,93.18,93.620003,92.679115,8403900
2022-11-04,93.639999,93.949997,93.400002,93.419998,92.481117,5287000
2022-11-07,93.540001,93.589996,93.07,93.089996,92.154434,4289300
2022-11-08,93.349998,93.879997,93.32,93.709999,92.768204,4679200
2022-11-09,93.610001,94.089996,93.540001,94.029999,93.084999,3658100
2022-11-10,95.43,96.18,95.43,96.139999,95.173782,9608300
2022-11-11,95.699997,96.059998,95.650002,95.940002,94.9758,2840200
2022-11-14,95.839996,95.849998,95.529999,95.709999,94.7481,4130800
2022-11-15,96.18,96.489998,95.940002,96.419998,95.450974,6841600
2022-11-16,96.870003,97.230003,96.639999,97.129997,96.153831,6140100
2022-11-17,96.529999,96.629997,96.260002,96.470001,95.500473,5986800
2022-11-18,96.470001,96.589996,96.110001,96.129997,95.163887,3102100
2022-11-21,96.540001,96.610001,96.040001,96.07,95.104485,4477700
2022-11-22,96.480003,96.720001,96.379997,96.620003,95.648972,5532800
2022-11-23,96.75,97.18,96.650002,97.139999,96.163734,5236500
2022-11-25,96.870003,97.120003,96.849998,97.110001,96.134033,1345400
2022-11-28,97.220001,97.349998,97.010002,97.150002,96.173637,4218400
2022-11-29,96.760002,97.080002,96.709999,96.739998,95.767746,3356600
2022-11-30,96.57,97.610001,96.400002,97.610001,96.629021,7127100
2022-12-01,97.599998,98.5,97.57,98.480003,97.684418,17629100
2022-12-02,97.919998,98.690002,97.610001,98.68,97.882797,5783700
2022-12-05,98.089996,98.129997,97.629997,97.68,96.890869,6295800
2022-12-06,97.93,98.410004,97.849998,98.279999,97.486031,5745500
2022-12-07,98.68,99.25,98.620003,99.139999,98.339088,5386200
2022-12-08,98.620003,98.879997,98.449997,98.580002,97.783607,5325800
2022-12-09,98.290001,98.370003,97.849998,97.849998,97.059509,4343100
2022-12-12,98.300003,98.389999,97.580002,97.709999,96.920639,5192200
2022-12-13,99.139999,99.260002,98.5,98.589996,97.793526,7856600
2022-12-14,98.650002,98.989998,98.209999,98.860001,98.061356,6533200
2022-12-15,98.809998,99.010002,98.550003,98.860001,98.252167,4344200
2022-12-16,98.169998,98.790001,98.07,98.610001,98.003708,4432800
2022-12-19,98.050003,98.059998,97.730003,97.809998,97.208626,3951100
2022-12-20,97.080002,97.309998,96.989998,97.099998,96.502991,4199800
2022-12-21,97.5,97.540001,97.089996,97.220001,96.622253,4406600
2022-12-22,97.239998,97.480003,97.139999,97.190002,96.592438,2143100
2022-12-23,96.730003,96.949997,96.690002,96.75,96.155144,3164900
2022-12-27,96.220001,96.410004,95.900002,95.940002,95.350128,4780800
2022-12-28,96.080002,96.160004,95.690002,95.709999,95.121536,3161200
2022-12-29,95.970001,96.269997,95.919998,96.18,95.588646,4021800
2022-12-30,95.860001,96.269997,95.620003,95.779999,95.191101,5043800
2023-01-03,96.910004,97.0,96.339996,96.529999,95.936493,6808300
2023-01-04,97.339996,97.419998,96.989998,97.269997,96.671936,7800100
2023-01-05,96.699997,97.220001,96.57,97.129997,96.532806,3177900
2023-01-06,97.169998,98.43,97.080002,98.379997,97.775116,6807700
2023-01-09,98.260002,98.809998,98.199997,98.629997,98.023582,4988000
2023-01-10,98.220001,98.330002,97.830002,98.010002,97.407402,4026900
2023-01-11,98.300003,98.660004,98.239998,98.639999,98.033516,7118700
2023-01-12,98.959999,99.519997,98.480003,99.519997,98.908112,5768000
2023-01-13,99.260002,99.5,98.860001,98.989998,98.381371,5573500
2023-01-17,98.660004,99.019997,98.639999,98.68,98.07328,3709000
2023-01-18,99.870003,100.059998,99.550003,100.019997,99.405037,7926400
2023-01-19,99.82,99.980003,99.629997,99.830002,99.216202,4234100
2023-01-20,99.32,99.449997,99.059998,99.169998,98.560265,8822700
2023-01-23,98.839996,99.139999,98.809998,98.849998,98.242233,4334900
2023-01-24,98.980003,99.440002,98.650002,99.419998,98.808723,3540300
2023-01-25,99.489998,99.730003,99.209999,99.529999,98.918045,2924700
2023-01-26,99.339996,99.529999,99.029999,99.169998,98.560265,2875400
2023-01-27,98.800003,99.019997,98.769997,99.019997,98.411186,5524100
2023-01-30,98.739998,98.949997,98.660004,98.709999,98.103096,2584600
2023-01-31,99.160004,99.25,98.739998,99.209999,98.600021,4856400
2023-02-01,99.199997,99.769997,98.830002,99.709999,99.309151,20159100
2023-02-02,100.019997,100.209999,99.639999,99.669998,99.269318,5823000
2023-02-03,98.809998,99.0,98.470001,98.599998,98.203621,5267000
2023-02-06,97.900002,98.040001,97.699997,97.75,97.357033,5500400
2023-02-07,97.650002,98.129997,97.459999,97.510002,97.117996,5678900
2023-02-08,97.610001,97.879997,97.400002,97.870003,97.476555,6137600
2023-02-09,98.120003,98.139999,97.32,97.43,97.038322,7358300
2023-02-10,97.349998,97.379997,96.889999,96.959999,96.570213,5290000
2023-02-13,96.970001,97.239998,96.949997,97.190002,96.799286,17262300
2023-02-14,96.889999,97.120003,96.489998,96.75,96.361053,7133600
2023-02-15,96.580002,96.800003,96.330002,96.459999,96.072227,4964700
2023-02-16,96.230003,96.43,96.050003,96.139999,95.753502,27126400
2023-02-17,95.93,96.440002,95.900002,96.410004,96.022423,4540500
2023-02-21,95.75,95.830002,95.339996,95.360001,94.976646,11382100
2023-02-22,95.639999,95.809998,95.480003,95.529999,95.145966,30136400
2023-02-23,95.559998,96.0,95.510002,95.900002,95.514473,7059800
2023-02-24,95.290001,95.449997,95.110001,95.32,94.936806,10757200
2023-02-27,95.660004,95.760002,95.449997,95.610001,95.225639,3693200
2023-02-28,95.32,95.790001,95.199997,95.760002,95.375038,4690000
2023-03-01,95.139999,95.300003,94.75,94.800003,94.612549,8328600
2023-03-02,94.290001,94.489998,94.209999,94.410004,94.22332,12952800
2023-03-03,94.910004,95.169998,94.629997,95.169998,94.981812,5696900
2023-03-06,95.389999,95.419998,94.93,95.0,94.812149,3766400
2023-03-07,95.169998,95.290001,94.779999,95.010002,94.822128,5053300
2023-03-08,95.379997,95.559998,94.860001,94.980003,94.792191,5163500
2023-03-09,95.139999,95.720001,95.080002,95.57,95.38102,12498800
2023-03-10,96.809998,97.419998,96.669998,97.330002,97.137543,11041300
2023-03-13,98.949997,99.419998,98.139999,98.510002,98.315208,23930600
2023-03-14,98.089996,98.18,97.379997,97.580002,97.387047,47886700
2023-03-15,99.260002,99.779999,98.519997,98.989998,98.794258,25157400
2023-03-16,99.529999,99.760002,97.980003,98.099998,97.906013,13961000
2023-03-17,98.860001,99.629997,98.769997,99.260002,99.063728,12293700
2023-03-20,99.419998,99.43,98.629997,98.860001,98.664513,7982400
2023-03-21,98.18,98.459999,97.860001,98.0,97.806213,9851600
2023-03-22,97.830002,99.370003,97.75,99.290001,99.093666,10705200
2023-03-23,99.129997,99.940002,98.980003,99.860001,99.662537,7118800
2023-03-24,100.440002,100.580002,99.760002,99.889999,99.692482,9135800
2023-03-27,98.940002,99.139999,98.629997,98.660004,98.464912,8284400
2023-03-28,98.449997,98.75,98.360001,98.599998,98.405029,13324800
2023-03-29,98.230003,98.620003,98.190002,98.43,98.235367,13404700
2023-03-30,98.339996,98.669998,98.309998,98.580002,98.385071,4157500
2023-03-31,98.739998,99.190002,98.580002,99.120003,98.924004,6329800
2023-04-03,98.809998,99.559998,98.739998,99.389999,99.389999,7226600
2023-04-04,98.970001,100.139999,98.949997,100.029999,100.029999,6763200
2023-04-05,100.400002,100.769997,100.300003,100.449997,100.449997,6257100
2023-04-06,100.489998,100.720001,100.459999,100.480003,100.480003,4264700
2023-04-10,99.690002,99.760002,99.370003,99.489998,99.489998,6025100
2023-04-11,99.57,99.580002,99.220001,99.449997,99.449997,5459000
2023-04-12,99.910004,99.949997,99.290001,99.739998,99.739998,5857200
2023-04-13,99.900002,100.07,99.330002,99.410004,99.410004,39858200
2023-04-14,99.080002,99.099998,98.790001,98.919998,98.919998,4968500
2023-04-17,98.540001,98.599998,98.260002,98.290001,98.290001,5681000
2023-04-18,98.32,98.669998,98.300003,98.449997,98.449997,5061300
2023-04-19,98.220001,98.309998,97.980003,98.239998,98.239998,4644100
2023-04-20,98.779999,98.889999,98.68,98.809998,98.809998,4608000
